dataset,fsn,time,image,saa,tracks
2014b,4610215,2014-03-12T22:04:02.73Z,FUV,0,0
2014b,4610218,2014-03-12T22:04:19.25Z,FUV,0,0
2014b,4610221,2014-03-12T22:04:36.00Z,FUV,0,0
2014b,4610224,2014-03-12T22:04:52.53Z,FUV,0,0
2014b,4610227,2014-03-12T22:05:09.29Z,FUV,0,0
2014b,4610230,2014-03-12T22:05:25.81Z,FUV,0,0
2014b,4610233,2014-03-12T22:05:42.60Z,FUV,0,0
2014b,4610236,2014-03-12T22:05:59.10Z,FUV,0,0
2014b,4610239,2014-03-12T22:06:15.84Z,FUV,0,0
2014b,4610242,2014-03-12T22:06:32.38Z,FUV,0,0
2014b,4610245,2014-03-12T22:06:49.15Z,FUV,0,0
2014b,4610248,2014-03-12T22:07:05.66Z,FUV,0,0
2018,38601161,2018-03-16T11:20:57.51Z,FUV,0,0
2018,38601164,2018-03-16T11:21:14.12Z,FUV,0,0
2018,38601167,2018-03-16T11:21:30.84Z,FUV,0,0
2018,38601170,2018-03-16T11:21:47.29Z,FUV,0,0
2018,38601173,2018-03-16T11:22:04.01Z,FUV,0,0
2018,38601176,2018-03-16T11:22:20.65Z,FUV,0,0
2018,38601179,2018-03-16T11:22:37.37Z,FUV,0,0
2018,38601182,2018-03-16T11:22:53.80Z,FUV,0,0
2018,38601185,2018-03-16T11:23:10.57Z,FUV,0,0
2018,38601188,2018-03-16T11:23:27.18Z,FUV,0,0
2018,38601191,2018-03-16T11:23:43.90Z,FUV,0,0
2018,38601194,2018-03-16T11:24:00.27Z,FUV,0,0
2018,38601197,2018-03-16T11:24:17.06Z,FUV,0,0
2018,38601200,2018-03-16T11:24:33.71Z,FUV,0,0
2018,38601203,2018-03-16T11:24:50.43Z,FUV,0,0
2018,38601206,2018-03-16T11:25:06.84Z,FUV,0,0
2018,38601209,2018-03-16T11:25:23.59Z,FUV,0,1
2018,38601212,2018-03-16T11:25:40.24Z,FUV,0,1
2018,38601215,2018-03-16T11:25:56.96Z,FUV,0,0
2018,38601218,2018-03-16T11:26:13.37Z,FUV,0,0
2018,38601221,2018-03-16T11:26:30.12Z,FUV,0,0
2018,38601224,2018-03-16T11:26:46.77Z,FUV,0,0
2018,38601227,2018-03-16T11:27:03.49Z,FUV,0,0
2018,38601230,2018-03-16T11:27:19.97Z,FUV,0,0
2018,38601233,2018-03-16T11:27:36.72Z,FUV,0,1
2018,38601236,2018-03-16T11:27:53.31Z,FUV,0,0
2018,38601239,2018-03-16T11:28:10.03Z,FUV,0,1
2018,38601242,2018-03-16T11:28:26.48Z,FUV,0,0
2018,38601245,2018-03-16T11:28:43.23Z,FUV,0,0
2018,38601248,2018-03-16T11:28:59.84Z,FUV,0,0
2018,38601251,2018-03-16T11:29:16.56Z,FUV,0,0
2018,38601254,2018-03-16T11:29:32.97Z,FUV,0,1
2018,38601257,2018-03-16T11:29:49.73Z,FUV,0,0
2018,38601260,2018-03-16T11:30:06.37Z,FUV,0,0
2018,38601263,2018-03-16T11:30:23.09Z,FUV,0,1
2018,38601266,2018-03-16T11:30:39.52Z,FUV,0,0
2018,38601269,2018-03-16T11:30:56.26Z,FUV,0,2
2018,38601272,2018-03-16T11:31:12.90Z,FUV,0,1
2018,38601275,2018-03-16T11:31:29.62Z,FUV,0,0
2018,38601278,2018-03-16T11:31:46.05Z,FUV,0,1
2018,38601281,2018-03-16T11:32:02.80Z,FUV,0,0
2018,38601284,2018-03-16T11:32:19.43Z,FUV,0,0
2018,38601287,2018-03-16T11:32:36.15Z,FUV,0,0
2018,38601290,2018-03-16T11:32:52.56Z,FUV,0,0
2018,38601293,2018-03-16T11:33:09.36Z,FUV,0,0
2018,38601296,2018-03-16T11:33:25.96Z,FUV,0,1
2018,38601299,2018-03-16T11:33:42.68Z,FUV,0,1
2018,38601302,2018-03-16T11:33:59.09Z,FUV,0,0
2018,38601305,2018-03-16T11:34:15.85Z,FUV,0,0
2018,38601308,2018-03-16T11:34:32.49Z,FUV,0,0
2018,38601311,2018-03-16T11:34:49.21Z,FUV,0,0
2018,38601314,2018-03-16T11:35:05.66Z,FUV,0,0
2018,38601317,2018-03-16T11:35:22.37Z,FUV,0,0
2018,38601320,2018-03-16T11:35:39.03Z,FUV,0,0
2018,38601323,2018-03-16T11:35:55.74Z,FUV,0,0
2018,38601326,2018-03-16T11:36:12.19Z,FUV,0,0
2018,38601329,2018-03-16T11:36:28.95Z,FUV,0,0
2018,38601332,2018-03-16T11:36:45.56Z,FUV,0,1
2018,38601335,2018-03-16T11:37:02.27Z,FUV,0,1
2018,38601338,2018-03-16T11:37:18.71Z,FUV,0,0
2018,38601341,2018-03-16T11:37:35.44Z,FUV,0,1
2018,38601344,2018-03-16T11:37:52.09Z,FUV,0,0
2018,38601347,2018-03-16T11:38:08.81Z,FUV,0,1
2018,38601350,2018-03-16T11:38:25.22Z,FUV,0,0
2018,38601353,2018-03-16T11:38:41.99Z,FUV,0,0
2018,38601356,2018-03-16T11:38:58.62Z,FUV,0,0
2018,38601359,2018-03-16T11:39:15.34Z,FUV,0,0
2018,38601362,2018-03-16T11:39:31.80Z,FUV,0,0
2018,38601365,2018-03-16T11:39:48.52Z,FUV,0,0
2018,38601368,2018-03-16T11:40:05.15Z,FUV,0,0
2018,38601371,2018-03-16T11:40:21.87Z,FUV,0,0
2018,38601374,2018-03-16T11:40:38.30Z,FUV,0,1
2018,38601377,2018-03-16T11:40:55.06Z,FUV,0,0
2018,38601380,2018-03-16T11:41:11.68Z,FUV,0,1
2018,38601383,2018-03-16T11:41:28.40Z,FUV,0,0
2018,38601386,2018-03-16T11:41:44.81Z,FUV,0,2
2018,38601389,2018-03-16T11:42:01.56Z,FUV,0,1
2018,38601392,2018-03-16T11:42:18.21Z,FUV,0,0
2018,38601395,2018-03-16T11:42:34.93Z,FUV,0,0
2018,38601398,2018-03-16T11:42:51.38Z,FUV,0,0
2018,38601401,2018-03-16T11:43:08.12Z,FUV,0,0
2018,38601404,2018-03-16T11:43:24.74Z,FUV,0,0
2018,38601407,2018-03-16T11:43:41.46Z,FUV,0,0
2018,38601410,2018-03-16T11:43:57.93Z,FUV,0,0
2018,38601413,2018-03-16T11:44:14.66Z,FUV,0,1
2018,38601416,2018-03-16T11:44:31.28Z,FUV,0,0
2018,38601419,2018-03-16T11:44:48.00Z,FUV,0,0
2018,38601422,2018-03-16T11:45:04.39Z,FUV,0,1
2018,38601425,2018-03-16T11:45:21.15Z,FUV,0,0
2018,38601428,2018-03-16T11:45:37.81Z,FUV,0,0
2018,38601431,2018-03-16T11:45:54.52Z,FUV,0,0
2018,38601434,2018-03-16T11:46:10.97Z,FUV,0,0
2018,38601437,2018-03-16T11:46:27.71Z,FUV,0,0
2018,38601440,2018-03-16T11:46:44.34Z,FUV,0,0
2018,38601443,2018-03-16T11:47:01.06Z,FUV,0,0
2018,38601446,2018-03-16T11:47:17.45Z,FUV,0,0
2018,38601449,2018-03-16T11:47:34.22Z,FUV,0,1
2018,38601452,2018-03-16T11:47:50.87Z,FUV,0,0
2018,38601455,2018-03-16T11:48:07.59Z,FUV,0,0
2018,38601458,2018-03-16T11:48:23.99Z,FUV,0,0
2018,38601461,2018-03-16T11:48:40.74Z,FUV,0,0
2018,38601464,2018-03-16T11:48:57.40Z,FUV,0,0
2018,38601467,2018-03-16T11:49:14.12Z,FUV,0,1
2018,38601470,2018-03-16T11:49:30.53Z,FUV,0,0
2018,38601473,2018-03-16T11:49:47.27Z,FUV,0,0
2018,38601476,2018-03-16T11:50:03.93Z,FUV,0,0
